timestamp,store_name,customer_name,total_price,payment_method,card_number
25/08/2021 11:16,Chesterfield,James Clyatt,8.55,CARD,5851067915633697
25/08/2021 11:19,Chesterfield,Jeffery Long,8.15,CASH,
25/08/2021 11:21,Chesterfield,Robert Nichols,10.5,CASH,
25/08/2021 11:24,Chesterfield,Dewey Crandall,13.05,CARD,3357200862087042
25/08/2021 11:26,Chesterfield,Debra Roth,5.3,CASH,
25/08/2021 11:29,Chesterfield,Robyn Mcfadden,2.45,CARD,3005386842191216
25/08/2021 11:32,Chesterfield,Lawrence Davis,13.35,CASH,
25/08/2021 11:34,Chesterfield,Pamela Perez,2.75,CARD,5845350383200391
25/08/2021 11:37,Chesterfield,Barry Frase,8.25,CASH,
25/08/2021 11:39,Chesterfield,Rhonda Smith,14.35,CARD,9.20984184096969E+015
25/08/2021 11:42,Chesterfield,Ryan Ramirez,2.45,CASH,
25/08/2021 11:45,Chesterfield,Isabel Greene,3.25,CARD,6859215193020987
25/08/2021 11:47,Chesterfield,Dennis Duque,2.75,CASH,
25/08/2021 11:50,Chesterfield,Pauline Baker,2.15,CARD,9.0713227036547E+015
25/08/2021 11:52,Chesterfield,Corey Alcantara,5.3,CARD,1300247141634284
25/08/2021 11:55,Chesterfield,Travis Boykins,14.25,CARD,4907467261068059
25/08/2021 11:58,Chesterfield,Hilda Jones,9.8,CARD,5006059570831155
25/08/2021 12:00,Chesterfield,Michael Bonebright,6.5,CARD,6050739238014847
25/08/2021 12:05,Chesterfield,Wendy Ching,13.45,CARD,2127480294133630
25/08/2021 12:09,Chesterfield,James Patton,2.45,CARD,4090848197683036
25/08/2021 12:14,Chesterfield,Lula Woods,6.1,CARD,4029814954291436
25/08/2021 12:19,Chesterfield,Sharon Edwards,14.75,CASH,
25/08/2021 12:23,Chesterfield,John Mccullough,8.45,CASH,
25/08/2021 12:28,Chesterfield,Timothy Madison,13.05,CARD,7415146098159273
25/08/2021 12:32,Chesterfield,Michael Jackson,5.2,CARD,3094643504015977
25/08/2021 12:37,Chesterfield,Ralph Crocker,7.95,CASH,
25/08/2021 12:42,Chesterfield,Craig Magness,10.7,CARD,4311192964521477
25/08/2021 12:46,Chesterfield,Sally Siple,8.65,CARD,4497560237088572
25/08/2021 12:51,Chesterfield,Juana Guerrero,12.85,CARD,3963464144816228
25/08/2021 12:55,Chesterfield,Leonel Malone,9.05,CARD,7904415677199075
25/08/2021 13:00,Chesterfield,Gregory Archer,7.05,CARD,8917885439575337
25/08/2021 13:02,Chesterfield,Florence Kolb,2.75,CARD,3714814045565927
25/08/2021 13:04,Chesterfield,Louise Cottrell,4.9,CARD,8065696381332688
25/08/2021 13:06,Chesterfield,Norma Chase,9.8,CARD,8220946465265345
25/08/2021 13:08,Chesterfield,Dorothy Fillers,5.3,CARD,8460724084967456
25/08/2021 13:10,Chesterfield,Ida Trujillo,2.75,CARD,9.37613072362711E+015
25/08/2021 13:12,Chesterfield,Cody Martinez,7.85,CASH,
25/08/2021 13:15,Chesterfield,Alma Delung,2.75,CASH,
25/08/2021 13:17,Chesterfield,Eugene Langel,8.55,CARD,1347333456996293
25/08/2021 13:19,Chesterfield,Betty Rodriguez,4.9,CASH,
25/08/2021 13:21,Chesterfield,Stanley Robinson,11.6,CASH,
25/08/2021 13:23,Chesterfield,Arthur Young,5.2,CARD,1379867388653945
25/08/2021 13:25,Chesterfield,Margaret Higgins,13.15,CARD,5126480936626881
25/08/2021 13:27,Chesterfield,Richard Starch,13.85,CASH,
25/08/2021 13:29,Chesterfield,Myra Mccarthy,7.05,CARD,9.75838619385263E+015
25/08/2021 13:31,Chesterfield,John Lopez,7.95,CASH,
25/08/2021 13:33,Chesterfield,Barbara Kaiser,8.45,CARD,3681154553033927
25/08/2021 13:35,Chesterfield,Gary Delvalle,5.3,CARD,4959040306628499
25/08/2021 13:37,Chesterfield,Antonio Stefani,6,CASH,
25/08/2021 13:39,Chesterfield,Judith Sanchez,14.65,CARD,5126446880019163
25/08/2021 13:41,Chesterfield,Eric Cush,2.55,CASH,
25/08/2021 13:43,Chesterfield,John Davis,2.15,CARD,8698518072739848
25/08/2021 13:46,Chesterfield,Patricia Hanson,3.25,CASH,
25/08/2021 13:48,Chesterfield,Sandy Layton,15.4,CARD,1476462289196564
25/08/2021 13:50,Chesterfield,Richard Torres,8.15,CARD,4544265923225223
25/08/2021 13:52,Chesterfield,Karen Rucker,13.45,CARD,6929140429410029
25/08/2021 13:54,Chesterfield,Patricia Adams,2.75,CARD,4686046880992171
25/08/2021 13:56,Chesterfield,Ashley Woody,9.7,CARD,5486837673611667
25/08/2021 13:58,Chesterfield,Brenda Sullivan,2.45,CARD,5954141110936513
25/08/2021 14:00,Chesterfield,Joshua Hester,4.9,CARD,3949479149312944
25/08/2021 14:01,Chesterfield,Joe Sullivan,7.95,CARD,1819524973774482
25/08/2021 14:03,Chesterfield,Ana Maness,10.1,CARD,6880229834648525
25/08/2021 14:04,Chesterfield,Earl Christopher,8.35,CARD,9.61006805233334E+015
25/08/2021 14:05,Chesterfield,Karl Spotted,13.45,CASH,
25/08/2021 14:06,Chesterfield,Charlotte Walker,11.2,CARD,2952199494624272
25/08/2021 14:08,Chesterfield,Van Stookey,5.4,CASH,
25/08/2021 14:09,Chesterfield,Johnathan Comstock,12.65,CASH,
25/08/2021 14:10,Chesterfield,Edna Hall,5.7,CARD,6819840820174115
25/08/2021 14:11,Chesterfield,Louise Paige,4.9,CARD,6352557685087208
25/08/2021 14:13,Chesterfield,John Marquez,10.2,CARD,9.31278040575347E+015
25/08/2021 14:14,Chesterfield,Nicole Jones,2.85,CASH,
25/08/2021 14:15,Chesterfield,Erick Revering,2.45,CASH,
25/08/2021 14:16,Chesterfield,Michael Duckett,5.3,CARD,2651504592439802
25/08/2021 14:18,Chesterfield,Wanda Lewis,2.45,CASH,
25/08/2021 14:19,Chesterfield,Anita Dickson,2.55,CARD,9.71959646477736E+015
25/08/2021 14:20,Chesterfield,Jason Evans,8.75,CARD,1073223342216414
25/08/2021 14:22,Chesterfield,Jimmy Casey,6,CASH,
25/08/2021 14:23,Chesterfield,Brian Mcgowan,5.3,CARD,4024571251284256
25/08/2021 14:24,Chesterfield,Hazel Peeler,3.25,CARD,5179091491187608
25/08/2021 14:25,Chesterfield,Mary Crisp,14.05,CARD,3316241918098970
25/08/2021 14:27,Chesterfield,Dale Thomas,16.8,CASH,
25/08/2021 14:28,Chesterfield,Dorothy Carter,6.75,CARD,1793973543395326
25/08/2021 14:29,Chesterfield,Josephine Villa,9.6,CARD,1859921596452479
25/08/2021 14:30,Chesterfield,Autumn Cash,8.15,CARD,6318368714182148
25/08/2021 14:32,Chesterfield,Jennifer Swinford,10.8,CARD,1009230023278707
25/08/2021 14:33,Chesterfield,Dean Jones,3.25,CASH,
25/08/2021 14:34,Chesterfield,Albert Darden,10.9,CARD,9.95865556301642E+015
25/08/2021 14:35,Chesterfield,Thaddeus Boudreaux,2.75,CARD,5052540827718020
25/08/2021 14:37,Chesterfield,Therese Eisner,6.5,CARD,4433798196723078
25/08/2021 14:38,Chesterfield,Carl Fritz,3.25,CARD,9.77056950738667E+015
25/08/2021 14:39,Chesterfield,Beth Barnes,2.15,CASH,
25/08/2021 14:41,Chesterfield,Drew Montagna,8.25,CARD,3693169676666144
25/08/2021 14:42,Chesterfield,Marjorie Meeker,8.25,CARD,8433225683181549
25/08/2021 14:43,Chesterfield,Taylor Fuller,2.45,CASH,
25/08/2021 14:44,Chesterfield,Mae Harper,11.4,CASH,
25/08/2021 14:46,Chesterfield,Ashley Eggert,2.75,CARD,9.4297622140904E+015
25/08/2021 14:47,Chesterfield,Stephanie Segovia,15.8,CARD,8095371397608553
25/08/2021 14:48,Chesterfield,Norris Guzzi,5.2,CARD,9.75141643198445E+015
25/08/2021 14:49,Chesterfield,Kathie Williams,8.55,CASH,
25/08/2021 14:51,Chesterfield,Paula Peterson,3.25,CARD,3293401476889029
25/08/2021 14:52,Chesterfield,Mary Fernandez,2.55,CARD,5146128559963230
25/08/2021 14:53,Chesterfield,Chad Cherry,11.5,CARD,6287502921856251
25/08/2021 14:54,Chesterfield,Dan Little,5.2,CARD,1352349738225102
25/08/2021 14:56,Chesterfield,Reina Lay,2.75,CARD,6042810272412114
25/08/2021 14:57,Chesterfield,Opal Ruot,5.3,CARD,6593022194891160
25/08/2021 14:58,Chesterfield,Gerald Hopkins,13.05,CARD,8905592350961486
25/08/2021 15:00,Chesterfield,Sheila Amodeo,12.35,CARD,9.91636596720673E+015
25/08/2021 15:01,Chesterfield,Mary Archibald,13.15,CARD,8129252160212416
25/08/2021 15:02,Chesterfield,Bonita Volker,2.45,CARD,1816590855648066
25/08/2021 15:03,Chesterfield,Harry Mitchell,10.8,CARD,7257001079471030
25/08/2021 15:05,Chesterfield,Robert Tryon,10.5,CARD,7309086322186822
25/08/2021 15:06,Chesterfield,Shirley Scott,6.1,CARD,5483625217453471
25/08/2021 15:07,Chesterfield,Robert Padilla,2.15,CARD,3329284779877237
25/08/2021 15:08,Chesterfield,Esteban Sylvestre,8.55,CARD,9.75987161816193E+015
25/08/2021 15:10,Chesterfield,Sonia Rubino,9.3,CARD,3479705858587519
25/08/2021 15:11,Chesterfield,Manuel Gonzales,5.7,CARD,4257205771607651
25/08/2021 15:12,Chesterfield,Elizabeth Obrien,7.05,CARD,8921315672297535
25/08/2021 15:13,Chesterfield,Rochelle Bischoff,2.85,CASH,
25/08/2021 15:15,Chesterfield,Thomas Stough,14.35,CARD,4066509794676806
25/08/2021 15:16,Chesterfield,Timothy Reed,4.6,CARD,6185833783865599
25/08/2021 15:17,Chesterfield,Donald Shofner,2.45,CARD,2967681504918770
25/08/2021 15:18,Chesterfield,Linda Nielsen,10.7,CARD,3328989720717590
25/08/2021 15:20,Chesterfield,Sarah Martin,7.35,CARD,6256072596696194
25/08/2021 15:21,Chesterfield,Lisa Moore,9.9,CASH,
25/08/2021 15:22,Chesterfield,Susan Whiting,10.2,CASH,
25/08/2021 15:23,Chesterfield,Renee Hutchinson,13.35,CASH,
25/08/2021 15:25,Chesterfield,Jeffrey Williams,5.6,CASH,
25/08/2021 15:26,Chesterfield,April Herrera,10.4,CASH,
25/08/2021 15:27,Chesterfield,Raphael Williams,4.9,CASH,
25/08/2021 15:28,Chesterfield,Cody Edwards,2.75,CARD,7619176177966654
25/08/2021 15:30,Chesterfield,Clyde Boyer,4.9,CASH,
25/08/2021 15:31,Chesterfield,Mary Walsh,3.25,CARD,5311348059427241
25/08/2021 15:32,Chesterfield,Keith Clary,13.25,CARD,5651674217908357
25/08/2021 15:33,Chesterfield,Fernando Sandlin,4.6,CASH,
25/08/2021 15:35,Chesterfield,Kathrine Romero,3.25,CARD,5773095865819656
25/08/2021 15:36,Chesterfield,Shelli Wagner,7.65,CARD,2708767320540841
25/08/2021 15:37,Chesterfield,Myrtle Padilla,10.1,CARD,2160581127228979
25/08/2021 15:38,Chesterfield,Loretta Trujillo,9.25,CARD,4166981901512539
25/08/2021 15:40,Chesterfield,Timothy Hills,8.75,CARD,4133123739498328
25/08/2021 15:41,Chesterfield,Lorraine Pelletier,3.25,CARD,3544412429460796
25/08/2021 15:42,Chesterfield,Melanie Roblez,5.3,CASH,
25/08/2021 15:43,Chesterfield,Emile Clay,4.9,CARD,3295736052238490
25/08/2021 15:45,Chesterfield,John Mcintosh,7.45,CARD,7861936537212986
25/08/2021 15:46,Chesterfield,Jan Worstell,5.8,CASH,
25/08/2021 15:47,Chesterfield,Robert Derby,6,CARD,3399250740276512
25/08/2021 15:48,Chesterfield,Katherine Keeley,12.65,CASH,
25/08/2021 15:50,Chesterfield,Judith Moya,9.75,CARD,4030827995696687
25/08/2021 15:51,Chesterfield,Brandon Frazier,6.5,CASH,
25/08/2021 15:52,Chesterfield,Guadalupe Pickell,5.7,CARD,8016440730194678
25/08/2021 15:53,Chesterfield,Michelle Rymer,4.9,CARD,9.34762320383428E+015
25/08/2021 15:55,Chesterfield,Virginia Hanley,4.9,CARD,4913775697418896
25/08/2021 15:56,Chesterfield,Lucile Lucas,17.5,CASH,
25/08/2021 15:57,Chesterfield,Bryant Gianotti,2.75,CASH,
25/08/2021 15:58,Chesterfield,Charles Bak,5.5,CARD,1000481120219815
25/08/2021 16:00,Chesterfield,Audrey Ramesh,8.95,CARD,7469164167114942
25/08/2021 16:03,Chesterfield,Arthur Young,5.6,CARD,5428125583352008
25/08/2021 16:07,Chesterfield,Donna Kimmes,10.5,CASH,
25/08/2021 16:10,Chesterfield,Russell Lamison,2.75,CARD,6558648227687285
25/08/2021 16:14,Chesterfield,Lisa Fawver,13.55,CARD,6675931865481392
25/08/2021 16:17,Chesterfield,Shanice Robinson,2.75,CARD,5687487364476689
25/08/2021 16:21,Chesterfield,Tim Kaufman,2.45,CARD,9.69004598388821E+015
25/08/2021 16:24,Chesterfield,Gary Zadow,5.3,CARD,2929099837150150
25/08/2021 16:28,Chesterfield,Ronald Holderfield,10,CARD,3882329164649719
25/08/2021 16:31,Chesterfield,Billy Ochs,11.3,CASH,
25/08/2021 16:35,Chesterfield,Jason Williams,17.3,CARD,1887989906839148
25/08/2021 16:38,Chesterfield,Mark Villalpando,9.35,CARD,3158984406605893
25/08/2021 16:42,Chesterfield,Nicholas Colucci,10.8,CARD,8705633591437543
25/08/2021 16:45,Chesterfield,Juan Bender,14.35,CARD,5986749298900138
25/08/2021 16:49,Chesterfield,Jose Hajduk,6.1,CASH,
25/08/2021 16:52,Chesterfield,Sharon Campanelli,10.7,CASH,
25/08/2021 16:56,Chesterfield,Henry Frew,2.55,CASH,
25/08/2021 16:59,Chesterfield,David Ornelas,2.45,CASH,
